Country,League,season,date,B365H,B365D,B365A
England,England Premier League,2015/2016,2015-12-28 00:00:00,1.44,4.75,8.0
England,England Premier League,2015/2016,2015-12-28 00:00:00,2.1,3.4,4.0
England,England Premier League,2015/2016,2015-12-28 00:00:00,1.95,3.6,4.2
England,England Premier League,2015/2016,2015-12-29 00:00:00,4.33,4.0,1.85
England,England Premier League,2015/2016,2015-12-28 00:00:00,2.6,3.3,3.0
England,England Premier League,2015/2016,2015-12-28 00:00:00,2.05,3.6,3.8
England,England Premier League,2015/2016,2015-12-30 00:00:00,5.5,3.9,1.7
England,England Premier League,2015/2016,2015-12-28 00:00:00,3.75,3.5,2.1
England,England Premier League,2015/2016,2015-12-28 00:00:00,2.2,3.25,3.75
England,England Premier League,2015/2016,2015-12-28 00:00:00,3.6,3.4,2.2
England,England Premier League,2015/2016,2015-08-14 00:00:00,5.5,3.8,1.73
England,England Premier League,2015/2016,2015-08-16 00:00:00,5.25,3.9,1.73
England,England Premier League,2015/2016,2015-08-17 00:00:00,1.45,4.75,8.0
England,England Premier League,2015/2016,2015-08-16 00:00:00,2.1,3.5,3.75
England,England Premier League,2015/2016,2015-08-15 00:00:00,1.95,3.6,4.33
England,England Premier League,2015/2016,2015-08-15 00:00:00,2.5,3.3,3.1
England,England Premier League,2015/2016,2015-08-15 00:00:00,1.95,3.6,4.33
England,England Premier League,2015/2016,2015-08-15 00:00:00,1.8,3.75,5.0
England,England Premier League,2015/2016,2015-08-15 00:00:00,2.3,3.4,3.4
England,England Premier League,2015/2016,2015-08-15 00:00:00,2.25,3.5,3.4
England,England Premier League,2015/2016,2016-01-02 00:00:00,1.29,6.5,11.0
England,England Premier League,2015/2016,2016-01-03 00:00:00,3.8,3.5,2.1
England,England Premier League,2015/2016,2016-01-03 00:00:00,2.8,3.5,2.63
England,England Premier League,2015/2016,2016-01-02 00:00:00,1.91,3.75,4.33
England,England Premier League,2015/2016,2016-01-02 00:00:00,1.55,4.2,7.0
England,England Premier League,2015/2016,2016-01-02 00:00:00,3.2,3.4,2.4
England,England Premier League,2015/2016,2016-01-02 00:00:00,2.5,3.25,3.2
England,England Premier League,2015/2016,2016-01-02 00:00:00,5.0,4.0,1.75
England,England Premier League,2015/2016,2016-01-02 00:00:00,2.8,3.2,2.8
England,England Premier League,2015/2016,2016-01-02 00:00:00,4.0,3.5,2.05
England,England Premier League,2015/2016,2016-01-12 00:00:00,3.2,3.25,2.45
England,England Premier League,2015/2016,2016-01-12 00:00:00,2.0,3.6,4.0
England,England Premier League,2015/2016,2016-01-13 00:00:00,1.8,3.6,5.25
England,England Premier League,2015/2016,2016-01-13 00:00:00,2.88,3.4,2.6
England,England Premier League,2015/2016,2016-01-13 00:00:00,1.44,4.5,9.0
England,England Premier League,2015/2016,2016-01-13 00:00:00,1.53,4.75,6.0
England,England Premier League,2015/2016,2016-01-12 00:00:00,5.0,3.7,1.8
England,England Premier League,2015/2016,2016-01-13 00:00:00,1.95,3.5,4.33
England,England Premier League,2015/2016,2016-01-13 00:00:00,2.05,3.3,4.2
England,England Premier League,2015/2016,2016-01-13 00:00:00,1.75,3.8,5.25
England,England Premier League,2015/2016,2016-01-16 00:00:00,3.6,3.4,2.2
England,England Premier League,2015/2016,2016-01-16 00:00:00,1.91,3.6,4.5
England,England Premier League,2015/2016,2016-01-16 00:00:00,1.83,3.75,4.75
England,England Premier League,2015/2016,2016-01-17 00:00:00,2.3,3.25,3.5
England,England Premier League,2015/2016,2016-01-16 00:00:00,1.4,5.25,8.5
England,England Premier League,2015/2016,2016-01-16 00:00:00,2.5,3.4,3.0
England,England Premier League,2015/2016,2016-01-16 00:00:00,1.73,3.75,5.5
England,England Premier League,2015/2016,2016-01-17 00:00:00,4.33,3.6,1.95
England,England Premier League,2015/2016,2016-01-18 00:00:00,2.38,3.25,3.4
England,England Premier League,2015/2016,2016-01-16 00:00:00,1.36,5.25,9.5
England,England Premier League,2015/2016,2016-01-24 00:00:00,2.1,3.5,3.9
England,England Premier League,2015/2016,2016-01-23 00:00:00,3.6,3.5,2.15
England,England Premier League,2015/2016,2016-01-24 00:00:00,1.73,3.8,5.5
England,England Premier League,2015/2016,2016-01-23 00:00:00,2.1,3.5,3.8
England,England Premier League,2015/2016,2016-01-23 00:00:00,1.91,3.5,4.75
England,England Premier League,2015/2016,2016-01-23 00:00:00,4.33,3.5,1.95
England,England Premier League,2015/2016,2016-01-23 00:00:00,3.0,3.4,2.5
England,England Premier League,2015/2016,2016-01-23 00:00:00,2.05,3.5,4.0
England,England Premier League,2015/2016,2016-01-23 00:00:00,2.1,3.3,4.0
England,England Premier League,2015/2016,2016-01-23 00:00:00,5.0,4.0,1.73
England,England Premier League,2015/2016,2016-02-02 00:00:00,1.75,3.75,5.25
England,England Premier League,2015/2016,2016-02-02 00:00:00,2.63,3.4,2.88
England,England Premier League,2015/2016,2016-02-02 00:00:00,4.5,3.75,1.85
England,England Premier League,2015/2016,2016-02-02 00:00:00,8.0,4.75,1.45
England,England Premier League,2015/2016,2016-02-03 00:00:00,4.33,3.5,1.95
England,England Premier League,2015/2016,2016-02-02 00:00:00,1.91,3.5,4.75
England,England Premier League,2015/2016,2016-02-02 00:00:00,2.45,3.3,3.2
England,England Premier League,2015/2016,2016-02-02 00:00:00,1.7,3.75,5.75
England,England Premier League,2015/2016,2016-02-02 00:00:00,2.63,3.1,3.1
England,England Premier League,2015/2016,2016-02-03 00:00:00,1.65,4.2,5.5
England,England Premier League,2015/2016,2016-02-06 00:00:00,2.45,3.2,3.3
England,England Premier League,2015/2016,2016-02-07 00:00:00,3.8,3.5,2.1
England,England Premier League,2015/2016,2016-02-07 00:00:00,2.15,3.3,3.9
England,England Premier League,2015/2016,2016-02-06 00:00:00,1.44,4.75,8.5
England,England Premier League,2015/2016,2016-02-06 00:00:00,1.62,4.2,6.0
England,England Premier League,2015/2016,2016-02-06 00:00:00,2.15,3.4,3.8
England,England Premier League,2015/2016,2016-02-06 00:00:00,1.73,3.8,5.5
England,England Premier League,2015/2016,2016-02-06 00:00:00,2.7,3.4,2.8
England,England Premier League,2015/2016,2016-02-06 00:00:00,2.25,3.3,3.6
England,England Premier League,2015/2016,2016-02-06 00:00:00,1.5,4.33,8.0
England,England Premier League,2015/2016,2016-02-14 00:00:00,1.75,4.0,5.0
England,England Premier League,2015/2016,2016-02-14 00:00:00,4.75,3.6,1.85
England,England Premier League,2015/2016,2016-02-13 00:00:00,2.05,3.4,4.1
England,England Premier League,2015/2016,2016-02-13 00:00:00,1.44,4.75,8.0
England,England Premier League,2015/2016,2016-02-13 00:00:00,2.25,3.3,3.6
England,England Premier League,2015/2016,2016-02-13 00:00:00,1.53,4.2,7.5
England,England Premier League,2015/2016,2016-02-14 00:00:00,2.1,3.75,3.6
England,England Premier League,2015/2016,2016-02-13 00:00:00,2.38,3.4,3.25
England,England Premier League,2015/2016,2016-02-13 00:00:00,5.25,3.75,1.75
England,England Premier League,2015/2016,2016-02-13 00:00:00,3.2,3.25,2.5
England,England Premier League,2015/2016,2016-02-27 00:00:00,1.5,4.33,6.0
England,England Premier League,2015/2016,2016-04-20 00:00:00,1.73,4.0,5.0
England,England Premier League,2015/2016,2016-02-28 00:00:00,3.0,3.25,2.38
England,England Premier League,2015/2016,2016-04-19 00:00:00,6.0,4.5,1.57
England,England Premier League,2015/2016,2016-02-27 00:00:00,2.8,3.25,2.5
England,England Premier League,2015/2016,2016-02-27 00:00:00,1.62,3.75,5.5
England,England Premier League,2015/2016,2016-02-28 00:00:00,1.4,4.2,9.0
England,England Premier League,2015/2016,2016-02-27 00:00:00,2.38,3.25,3.0
England,England Premier League,2015/2016,2016-02-27 00:00:00,2.6,3.1,2.8
England,England Premier League,2015/2016,2016-02-27 00:00:00,1.8,3.5,4.5
England,England Premier League,2015/2016,2016-03-02 00:00:00,1.36,5.25,10.0
England,England Premier League,2015/2016,2016-03-01 00:00:00,4.5,3.6,1.91
England,England Premier League,2015/2016,2016-03-01 00:00:00,2.9,3.25,2.7
England,England Premier League,2015/2016,2016-03-01 00:00:00,1.73,3.8,5.5
England,England Premier League,2015/2016,2016-03-01 00:00:00,5.25,4.0,1.7
England,England Premier League,2015/2016,2016-03-01 00:00:00,2.5,3.3,3.1
England,England Premier League,2015/2016,2016-03-02 00:00:00,4.0,3.6,2.0
England,England Premier League,2015/2016,2016-03-02 00:00:00,2.63,3.4,2.88
England,England Premier League,2015/2016,2016-03-02 00:00:00,1.67,3.8,6.0
England,England Premier League,2015/2016,2016-03-02 00:00:00,2.0,3.5,4.2
England,England Premier League,2015/2016,2016-03-05 00:00:00,1.5,4.5,7.5
England,England Premier League,2015/2016,2016-03-06 00:00:00,3.8,3.5,2.1
England,England Premier League,2015/2016,2016-03-05 00:00:00,1.73,4.0,5.0
England,England Premier League,2015/2016,2016-03-05 00:00:00,1.22,7.0,15.0
England,England Premier League,2015/2016,2016-03-05 00:00:00,2.63,3.4,2.88
England,England Premier League,2015/2016,2016-03-05 00:00:00,1.6,4.0,6.5
England,England Premier League,2015/2016,2016-03-05 00:00:00,2.05,3.5,4.0
England,England Premier League,2015/2016,2016-03-05 00:00:00,2.38,3.4,3.25
England,England Premier League,2015/2016,2016-03-05 00:00:00,3.0,3.4,2.55
England,England Premier League,2015/2016,2016-03-06 00:00:00,4.33,3.4,2.0
England,England Premier League,2015/2016,2015-08-24 00:00:00,1.75,4.0,5.0
England,England Premier League,2015/2016,2015-08-22 00:00:00,1.85,3.6,4.75
England,England Premier League,2015/2016,2015-08-23 00:00:00,5.0,4.0,1.73
England,England Premier League,2015/2016,2015-08-22 00:00:00,2.63,3.6,2.75
England,England Premier League,2015/2016,2015-08-22 00:00:00,1.36,5.25,10.0
England,England Premier League,2015/2016,2015-08-22 00:00:00,2.3,3.3,3.5
England,England Premier League,2015/2016,2015-08-22 00:00:00,4.0,3.4,2.1
England,England Premier League,2015/2016,2015-08-23 00:00:00,2.8,3.3,2.75
England,England Premier League,2015/2016,2015-08-23 00:00:00,6.5,4.0,1.62
England,England Premier League,2015/2016,2015-08-22 00:00:00,2.38,3.4,3.2
England,England Premier League,2015/2016,2016-04-21 00:00:00,1.29,6.0,13.0
England,England Premier League,2015/2016,2016-03-13 00:00:00,7.5,4.5,1.5
England,England Premier League,2015/2016,2016-03-12 00:00:00,1.95,3.5,4.33
England,England Premier League,2015/2016,2016-03-14 00:00:00,1.57,4.33,6.25
England,England Premier League,2015/2016,2016-05-11 00:00:00,2.0,3.8,3.8
England,England Premier League,2015/2016,2016-04-20 00:00:00,1.53,4.33,7.0
England,England Premier League,2015/2016,2016-03-12 00:00:00,6.0,4.2,1.6
England,England Premier League,2015/2016,2016-03-12 00:00:00,2.7,3.2,2.9
England,England Premier League,2015/2016,2016-05-11 00:00:00,1.75,4.0,5.0
England,England Premier League,2015/2016,2016-04-20 00:00:00,1.57,4.33,6.5
England,England Premier League,2015/2016,2016-03-19 00:00:00,1.75,3.8,5.25
England,England Premier League,2015/2016,2016-03-19 00:00:00,3.0,3.4,2.5
England,England Premier League,2015/2016,2016-03-19 00:00:00,2.7,3.5,2.7
England,England Premier League,2015/2016,2016-03-20 00:00:00,1.83,3.75,4.75
England,England Premier League,2015/2016,2016-03-20 00:00:00,2.1,3.5,3.8
England,England Premier League,2015/2016,2016-03-20 00:00:00,2.63,3.4,2.88
England,England Premier League,2015/2016,2016-03-19 00:00:00,1.67,3.8,6.0
England,England Premier League,2015/2016,2016-03-20 00:00:00,1.53,4.33,7.0
England,England Premier League,2015/2016,2016-03-19 00:00:00,2.4,3.25,3.3
England,England Premier League,2015/2016,2016-03-19 00:00:00,2.25,3.3,3.6
England,England Premier League,2015/2016,2016-04-02 00:00:00,1.36,5.25,10.0
England,England Premier League,2015/2016,2016-04-02 00:00:00,6.5,4.33,1.57
England,England Premier League,2015/2016,2016-04-02 00:00:00,3.75,3.6,2.1
England,England Premier League,2015/2016,2016-04-03 00:00:00,2.25,3.4,3.5
England,England Premier League,2015/2016,2016-04-02 00:00:00,2.5,3.4,3.0
England,England Premier League,2015/2016,2016-04-03 00:00:00,2.1,3.5,3.75
England,England Premier League,2015/2016,2016-04-02 00:00:00,2.2,3.4,3.6
England,England Premier League,2015/2016,2016-04-02 00:00:00,2.2,3.4,3.6
England,England Premier League,2015/2016,2016-04-02 00:00:00,2.1,3.3,4.0
England,England Premier League,2015/2016,2016-04-02 00:00:00,1.95,3.6,4.2
England,England Premier League,2015/2016,2016-04-09 00:00:00,3.4,3.2,2.2
England,England Premier League,2015/2016,2016-04-09 00:00:00,2.05,3.4,3.6
England,England Premier League,2015/2016,2016-04-10 00:00:00,1.55,4.0,5.75
England,England Premier League,2015/2016,2016-04-09 00:00:00,1.33,5.0,9.0
England,England Premier League,2015/2016,2016-04-09 00:00:00,1.53,4.0,6.0
England,England Premier League,2015/2016,2016-04-10 00:00:00,3.4,3.4,2.1
England,England Premier League,2015/2016,2016-04-09 00:00:00,3.75,3.4,2.0
England,England Premier League,2015/2016,2016-04-10 00:00:00,1.91,3.5,4.0
England,England Premier League,2015/2016,2016-04-09 00:00:00,3.4,3.3,2.15
England,England Premier League,2015/2016,2016-04-09 00:00:00,3.6,3.5,2.0
England,England Premier League,2015/2016,2016-04-17 00:00:00,1.33,5.75,9.5
England,England Premier League,2015/2016,2016-04-17 00:00:00,3.6,3.5,2.15
England,England Premier League,2015/2016,2016-04-16 00:00:00,2.75,3.4,2.7
England,England Premier League,2015/2016,2016-04-16 00:00:00,2.7,3.4,2.8
England,England Premier League,2015/2016,2016-04-17 00:00:00,1.95,3.6,4.2
England,England Premier League,2015/2016,2016-04-16 00:00:00,1.22,7.0,17.0
England,England Premier League,2015/2016,2016-04-16 00:00:00,2.3,3.4,3.4
England,England Premier League,2015/2016,2016-04-16 00:00:00,2.4,3.3,3.25
England,England Premier League,2015/2016,2016-04-18 00:00:00,4.5,3.75,1.85
England,England Premier League,2015/2016,2016-04-16 00:00:00,2.4,3.2,3.4
England,England Premier League,2015/2016,2016-04-23 00:00:00,7.5,4.2,1.53
England,England Premier League,2015/2016,2016-04-23 00:00:00,3.1,3.5,2.4
England,England Premier League,2015/2016,2016-04-13 00:00:00,2.9,3.4,2.6
England,England Premier League,2015/2016,2016-04-24 00:00:00,1.75,3.7,5.5
England,England Premier League,2015/2016,2016-04-23 00:00:00,1.57,4.5,6.0
England,England Premier League,2015/2016,2016-04-23 00:00:00,1.3,6.0,11.0
England,England Premier League,2015/2016,2016-05-11 00:00:00,1.83,3.75,4.75
England,England Premier League,2015/2016,2016-04-24 00:00:00,4.5,4.0,1.8
England,England Premier League,2015/2016,2016-04-25 00:00:00,1.22,7.0,15.0
England,England Premier League,2015/2016,2016-05-10 00:00:00,3.0,3.5,2.45
England,England Premier League,2015/2016,2016-04-30 00:00:00,1.29,6.5,11.0
England,England Premier League,2015/2016,2016-05-02 00:00:00,2.75,3.6,2.63
England,England Premier League,2015/2016,2016-04-30 00:00:00,2.0,3.8,3.8
England,England Premier League,2015/2016,2016-05-01 00:00:00,2.1,3.4,3.9
England,England Premier League,2015/2016,2016-04-30 00:00:00,2.0,3.6,4.0
England,England Premier League,2015/2016,2016-05-01 00:00:00,2.8,3.4,2.7
England,England Premier League,2015/2016,2016-04-30 00:00:00,2.75,3.3,2.8
England,England Premier League,2015/2016,2016-05-01 00:00:00,3.1,3.5,2.4
England,England Premier League,2015/2016,2016-04-30 00:00:00,1.7,3.8,5.75
England,England Premier League,2015/2016,2016-04-30 00:00:00,4.0,3.4,2.1
England,England Premier League,2015/2016,2016-05-07 00:00:00,5.75,4.2,1.65
England,England Premier League,2015/2016,2016-05-07 00:00:00,1.95,3.6,4.2
England,England Premier League,2015/2016,2016-05-07 00:00:00,2.05,3.5,3.9
England,England Premier League,2015/2016,2016-05-07 00:00:00,1.91,4.0,4.0
England,England Premier League,2015/2016,2016-05-08 00:00:00,1.5,4.5,7.5
England,England Premier League,2015/2016,2016-05-08 00:00:00,2.5,3.6,2.9
England,England Premier League,2015/2016,2016-05-07 00:00:00,4.5,3.6,1.91
England,England Premier League,2015/2016,2016-05-07 00:00:00,3.0,3.5,2.45
England,England Premier League,2015/2016,2016-05-08 00:00:00,2.05,3.6,3.9
England,England Premier League,2015/2016,2016-05-07 00:00:00,1.44,4.75,8.0
England,England Premier League,2015/2016,2016-05-15 00:00:00,1.17,9.0,17.0
England,England Premier League,2015/2016,2016-05-15 00:00:00,2.3,3.75,3.1
England,England Premier League,2015/2016,2016-05-15 00:00:00,1.8,4.0,4.5
England,England Premier League,2015/2016,2016-05-17 00:00:00,1.67,4.2,5.25
England,England Premier League,2015/2016,2016-05-15 00:00:00,4.5,4.0,1.8
England,England Premier League,2015/2016,2016-05-15 00:00:00,1.36,5.5,9.0
England,England Premier League,2015/2016,2016-05-15 00:00:00,3.5,3.6,2.15
England,England Premier League,2015/2016,2016-05-15 00:00:00,6.0,4.75,1.53
England,England Premier League,2015/2016,2016-05-15 00:00:00,2.05,3.75,3.7
England,England Premier League,2015/2016,2016-05-15 00:00:00,2.4,3.6,3.0
England,England Premier League,2015/2016,2015-08-29 00:00:00,1.91,3.5,4.75
England,England Premier League,2015/2016,2015-08-29 00:00:00,2.2,3.6,3.4
England,England Premier League,2015/2016,2015-08-29 00:00:00,1.36,5.0,11.0
England,England Premier League,2015/2016,2015-08-29 00:00:00,1.36,5.5,9.0
England,England Premier League,2015/2016,2015-08-29 00:00:00,1.2,8.0,15.0
England,England Premier League,2015/2016,2015-08-29 00:00:00,6.0,4.2,1.62
England,England Premier League,2015/2016,2015-08-30 00:00:00,2.05,3.5,4.0
England,England Premier League,2015/2016,2015-08-29 00:00:00,1.95,3.4,4.5
England,England Premier League,2015/2016,2015-08-30 00:00:00,3.6,3.3,2.25
England,England Premier League,2015/2016,2015-08-29 00:00:00,2.0,3.5,4.2
England,England Premier League,2015/2016,2015-09-12 00:00:00,1.29,6.0,12.0
England,England Premier League,2015/2016,2015-09-12 00:00:00,5.5,4.2,1.67
England,England Premier League,2015/2016,2015-09-12 00:00:00,4.0,3.6,2.0
England,England Premier League,2015/2016,2015-09-13 00:00:00,1.91,3.75,4.33
England,England Premier League,2015/2016,2015-09-12 00:00:00,2.0,3.4,4.33
England,England Premier League,2015/2016,2015-09-12 00:00:00,2.4,3.4,3.2
England,England Premier League,2015/2016,2015-09-13 00:00:00,4.33,3.6,1.95
England,England Premier League,2015/2016,2015-09-12 00:00:00,2.75,3.4,2.75
England,England Premier League,2015/2016,2015-09-12 00:00:00,3.2,3.2,2.5
England,England Premier League,2015/2016,2015-09-14 00:00:00,2.25,3.5,3.4
England,England Premier League,2015/2016,2015-09-19 00:00:00,2.3,3.25,3.5
England,England Premier League,2015/2016,2015-09-19 00:00:00,1.7,4.0,5.5
England,England Premier League,2015/2016,2015-09-19 00:00:00,2.45,3.5,3.0
England,England Premier League,2015/2016,2015-09-20 00:00:00,1.67,4.0,5.75
England,England Premier League,2015/2016,2015-09-19 00:00:00,1.29,6.5,11.0
England,England Premier League,2015/2016,2015-09-19 00:00:00,2.5,3.3,3.1
England,England Premier League,2015/2016,2015-09-20 00:00:00,3.1,3.3,2.5
England,England Premier League,2015/2016,2015-09-19 00:00:00,2.5,3.4,3.0
England,England Premier League,2015/2016,2015-09-19 00:00:00,2.3,3.4,3.4
England,England Premier League,2015/2016,2015-09-20 00:00:00,2.0,3.6,4.0
