Country,League,season,date,B365H,B365D,B365A
England,England Premier League,2014/2015,2015-01-01 00:00:00,1.4,5.0,9.0
England,England Premier League,2014/2015,2015-01-01 00:00:00,1.22,7.0,15.0
England,England Premier League,2014/2015,2015-01-01 00:00:00,1.83,3.75,4.75
England,England Premier League,2014/2015,2015-01-01 00:00:00,3.0,3.4,2.5
England,England Premier League,2014/2015,2015-01-01 00:00:00,2.9,3.4,2.6
England,England Premier League,2014/2015,2015-01-01 00:00:00,4.2,3.5,2.0
England,England Premier League,2014/2015,2015-01-01 00:00:00,5.0,3.75,1.8
England,England Premier League,2014/2015,2015-01-01 00:00:00,1.85,3.75,4.5
England,England Premier League,2014/2015,2015-01-11 00:00:00,1.44,4.75,8.0
England,England Premier League,2014/2015,2015-01-10 00:00:00,2.2,3.4,3.6
England,England Premier League,2014/2015,2015-01-10 00:00:00,1.2,7.5,17.0
England,England Premier League,2014/2015,2015-01-10 00:00:00,3.5,3.5,2.2
England,England Premier League,2014/2015,2015-01-10 00:00:00,4.5,3.75,1.85
England,England Premier League,2014/2015,2015-01-10 00:00:00,2.2,3.4,3.6
England,England Premier League,2014/2015,2015-01-11 00:00:00,1.83,3.75,4.75
England,England Premier League,2014/2015,2015-01-10 00:00:00,4.5,3.6,1.91
England,England Premier League,2014/2015,2015-01-10 00:00:00,2.25,3.5,3.4
England,England Premier League,2014/2015,2015-01-10 00:00:00,2.05,3.4,4.2
England,England Premier League,2014/2015,2015-01-17 00:00:00,4.5,3.6,1.91
England,England Premier League,2014/2015,2015-01-17 00:00:00,2.55,3.25,3.1
England,England Premier League,2014/2015,2015-01-19 00:00:00,1.85,3.6,4.75
England,England Premier League,2014/2015,2015-01-17 00:00:00,2.63,3.3,2.9
England,England Premier League,2014/2015,2015-01-18 00:00:00,1.8,4.0,4.5
England,England Premier League,2014/2015,2015-01-17 00:00:00,3.3,3.3,2.38
England,England Premier League,2014/2015,2015-01-17 00:00:00,6.0,4.2,1.62
England,England Premier League,2014/2015,2015-01-17 00:00:00,7.0,4.2,1.55
England,England Premier League,2014/2015,2015-01-17 00:00:00,1.62,4.2,6.0
England,England Premier League,2014/2015,2015-01-18 00:00:00,1.75,3.75,5.25
England,England Premier League,2014/2015,2015-02-01 00:00:00,1.25,6.5,15.0
England,England Premier League,2014/2015,2015-01-31 00:00:00,2.15,3.5,3.6
England,England Premier League,2014/2015,2015-01-31 00:00:00,2.8,3.3,2.75
England,England Premier League,2014/2015,2015-01-31 00:00:00,2.7,3.25,2.88
England,England Premier League,2014/2015,2015-01-31 00:00:00,1.67,4.0,5.75
England,England Premier League,2014/2015,2015-01-31 00:00:00,1.36,5.5,9.5
England,England Premier League,2014/2015,2015-02-01 00:00:00,1.6,4.0,6.5
England,England Premier League,2014/2015,2015-01-31 00:00:00,1.65,4.0,6.0
England,England Premier League,2014/2015,2015-01-31 00:00:00,2.25,3.3,3.6
England,England Premier League,2014/2015,2015-01-31 00:00:00,2.9,3.3,2.63
England,England Premier League,2014/2015,2015-02-07 00:00:00,10.0,5.25,1.36
England,England Premier League,2014/2015,2015-02-08 00:00:00,2.6,3.25,3.0
England,England Premier League,2014/2015,2015-02-07 00:00:00,3.4,3.4,2.3
England,England Premier League,2014/2015,2015-02-07 00:00:00,2.4,3.3,3.25
England,England Premier League,2014/2015,2015-02-07 00:00:00,1.18,8.0,19.0
England,England Premier League,2014/2015,2015-02-08 00:00:00,2.3,3.4,3.4
England,England Premier League,2014/2015,2015-02-07 00:00:00,4.75,3.6,1.85
England,England Premier League,2014/2015,2015-02-07 00:00:00,1.91,3.5,4.6
England,England Premier League,2014/2015,2015-02-07 00:00:00,3.25,3.5,2.3
England,England Premier League,2014/2015,2015-02-08 00:00:00,4.2,3.6,1.95
England,England Premier League,2014/2015,2015-02-10 00:00:00,1.29,6.0,12.0
England,England Premier League,2014/2015,2015-02-10 00:00:00,2.38,3.1,3.5
England,England Premier League,2014/2015,2015-02-11 00:00:00,1.29,6.0,12.0
England,England Premier League,2014/2015,2015-02-11 00:00:00,1.73,3.9,5.25
England,England Premier League,2014/2015,2015-02-11 00:00:00,2.38,3.3,3.3
England,England Premier League,2014/2015,2015-02-10 00:00:00,1.91,3.8,4.2
England,England Premier League,2014/2015,2015-02-11 00:00:00,2.55,3.25,3.1
England,England Premier League,2014/2015,2015-02-11 00:00:00,1.33,5.5,11.0
England,England Premier League,2014/2015,2015-02-11 00:00:00,5.75,3.8,1.7
England,England Premier League,2014/2015,2015-02-10 00:00:00,1.91,3.6,4.5
England,England Premier League,2014/2015,2015-02-21 00:00:00,2.7,3.2,2.9
England,England Premier League,2014/2015,2015-02-21 00:00:00,1.2,7.5,17.0
England,England Premier League,2014/2015,2015-02-21 00:00:00,4.75,3.75,1.83
England,England Premier League,2014/2015,2015-02-22 00:00:00,1.83,3.6,5.0
England,England Premier League,2014/2015,2015-02-21 00:00:00,2.05,3.3,4.2
England,England Premier League,2014/2015,2015-02-21 00:00:00,1.3,6.0,11.0
England,England Premier League,2014/2015,2015-02-22 00:00:00,2.63,3.3,2.9
England,England Premier League,2014/2015,2015-02-21 00:00:00,2.7,3.2,2.9
England,England Premier League,2014/2015,2015-02-21 00:00:00,4.2,3.5,2.0
England,England Premier League,2014/2015,2015-02-22 00:00:00,1.8,3.8,4.75
England,England Premier League,2014/2015,2015-03-01 00:00:00,1.57,4.5,6.0
England,England Premier League,2014/2015,2015-02-28 00:00:00,2.63,3.3,2.9
England,England Premier League,2014/2015,2015-04-29 00:00:00,5.75,3.8,1.7
England,England Premier League,2014/2015,2015-03-01 00:00:00,3.1,3.6,2.38
England,England Premier League,2014/2015,2015-02-28 00:00:00,1.36,5.25,10.0
England,England Premier League,2014/2015,2015-02-28 00:00:00,1.95,3.5,4.5
England,England Premier League,2014/2015,2015-03-07 00:00:00,4.75,3.9,1.8
England,England Premier League,2014/2015,2015-02-28 00:00:00,1.91,3.5,4.75
England,England Premier League,2014/2015,2015-02-28 00:00:00,3.4,3.2,2.38
England,England Premier League,2014/2015,2015-02-28 00:00:00,2.15,3.4,3.75
England,England Premier League,2014/2015,2015-03-03 00:00:00,2.88,3.1,2.88
England,England Premier League,2014/2015,2015-03-03 00:00:00,2.15,3.3,3.9
England,England Premier League,2014/2015,2015-03-04 00:00:00,7.0,4.33,1.53
England,England Premier League,2014/2015,2015-03-03 00:00:00,1.7,3.8,5.75
England,England Premier League,2014/2015,2015-03-04 00:00:00,6.25,4.0,1.62
England,England Premier League,2014/2015,2015-03-04 00:00:00,1.36,5.25,10.0
England,England Premier League,2014/2015,2015-03-04 00:00:00,1.25,7.0,13.0
England,England Premier League,2014/2015,2015-03-04 00:00:00,4.2,3.5,2.0
England,England Premier League,2014/2015,2015-03-04 00:00:00,2.5,3.3,3.1
England,England Premier League,2014/2015,2015-03-04 00:00:00,1.75,3.8,5.25
England,England Premier League,2014/2015,2015-03-14 00:00:00,1.4,5.0,9.0
England,England Premier League,2014/2015,2015-03-14 00:00:00,7.5,5.0,1.44
England,England Premier League,2014/2015,2015-03-15 00:00:00,1.62,4.0,6.5
England,England Premier League,2014/2015,2015-03-14 00:00:00,1.83,3.75,4.75
England,England Premier League,2014/2015,2015-03-15 00:00:00,1.83,3.75,4.75
England,England Premier League,2014/2015,2015-03-14 00:00:00,2.2,3.3,3.75
England,England Premier League,2014/2015,2015-03-15 00:00:00,1.91,3.75,4.33
England,England Premier League,2014/2015,2015-03-14 00:00:00,2.38,3.25,3.4
England,England Premier League,2014/2015,2015-03-16 00:00:00,4.0,3.6,2.0
England,England Premier League,2014/2015,2015-03-14 00:00:00,2.38,3.25,3.4
England,England Premier League,2014/2015,2014-08-31 00:00:00,2.3,3.3,3.5
England,England Premier League,2014/2015,2014-08-30 00:00:00,6.0,4.2,1.62
England,England Premier League,2014/2015,2014-08-30 00:00:00,3.75,3.3,2.2
England,England Premier League,2014/2015,2014-08-31 00:00:00,4.75,3.75,1.83
England,England Premier League,2014/2015,2014-08-30 00:00:00,1.18,8.0,18.0
England,England Premier League,2014/2015,2014-08-30 00:00:00,1.75,3.75,5.25
England,England Premier League,2014/2015,2014-08-30 00:00:00,2.4,3.25,3.3
England,England Premier League,2014/2015,2014-08-30 00:00:00,1.85,3.6,4.75
England,England Premier League,2014/2015,2014-08-31 00:00:00,2.7,3.5,2.7
England,England Premier League,2014/2015,2014-08-30 00:00:00,2.8,3.4,2.7
England,England Premier League,2014/2015,2015-03-21 00:00:00,2.5,3.25,2.8
England,England Premier League,2014/2015,2015-03-22 00:00:00,7.0,4.33,1.44
England,England Premier League,2014/2015,2015-03-22 00:00:00,2.05,3.4,3.6
England,England Premier League,2014/2015,2015-03-21 00:00:00,1.3,5.5,8.5
England,England Premier League,2014/2015,2015-03-21 00:00:00,6.0,3.8,1.57
England,England Premier League,2014/2015,2015-03-22 00:00:00,3.3,3.4,2.15
England,England Premier League,2014/2015,2015-03-21 00:00:00,1.4,4.5,7.5
England,England Premier League,2014/2015,2015-03-21 00:00:00,2.1,3.3,3.5
England,England Premier League,2014/2015,2015-03-21 00:00:00,1.53,4.0,6.0
England,England Premier League,2014/2015,2015-03-21 00:00:00,1.8,3.5,4.5
England,England Premier League,2014/2015,2015-04-04 00:00:00,1.83,3.75,4.2
England,England Premier League,2014/2015,2015-04-05 00:00:00,3.5,3.4,2.1
England,England Premier League,2014/2015,2015-04-04 00:00:00,1.29,5.5,11.0
England,England Premier League,2014/2015,2015-04-06 00:00:00,5.0,4.0,1.67
England,England Premier League,2014/2015,2015-04-04 00:00:00,2.63,3.2,2.8
England,England Premier League,2014/2015,2015-04-04 00:00:00,2.38,3.3,3.1
England,England Premier League,2014/2015,2015-04-04 00:00:00,1.3,5.5,10.0
England,England Premier League,2014/2015,2015-04-05 00:00:00,2.5,3.1,3.1
England,England Premier League,2014/2015,2015-04-04 00:00:00,1.91,3.5,4.2
England,England Premier League,2014/2015,2015-04-04 00:00:00,1.8,3.5,4.5
England,England Premier League,2014/2015,2015-04-11 00:00:00,6.5,4.33,1.57
England,England Premier League,2014/2015,2015-04-13 00:00:00,1.4,5.0,9.0
England,England Premier League,2014/2015,2015-04-12 00:00:00,2.63,3.4,2.88
England,England Premier League,2014/2015,2015-04-12 00:00:00,9.0,5.0,1.4
England,England Premier League,2014/2015,2015-04-11 00:00:00,1.53,4.2,7.5
England,England Premier League,2014/2015,2015-04-11 00:00:00,2.9,3.2,2.7
England,England Premier League,2014/2015,2015-04-11 00:00:00,2.5,3.3,3.1
England,England Premier League,2014/2015,2015-04-11 00:00:00,1.62,4.2,6.0
England,England Premier League,2014/2015,2015-04-11 00:00:00,2.3,3.4,3.4
England,England Premier League,2014/2015,2015-04-11 00:00:00,2.3,3.4,3.4
England,England Premier League,2014/2015,2015-05-20 00:00:00,1.3,6.0,11.0
England,England Premier League,2014/2015,2015-04-07 00:00:00,2.15,3.4,3.8
England,England Premier League,2014/2015,2015-04-18 00:00:00,2.0,3.4,4.33
England,England Premier League,2014/2015,2015-04-18 00:00:00,1.95,3.5,4.5
England,England Premier League,2014/2015,2015-04-18 00:00:00,1.73,3.8,5.5
England,England Premier League,2014/2015,2015-04-28 00:00:00,4.33,3.4,2.0
England,England Premier League,2014/2015,2015-04-18 00:00:00,2.15,3.4,3.75
England,England Premier League,2014/2015,2015-04-19 00:00:00,1.25,6.5,11.0
England,England Premier League,2014/2015,2015-04-19 00:00:00,3.3,3.5,2.3
England,England Premier League,2014/2015,2015-04-18 00:00:00,3.5,3.25,2.3
England,England Premier League,2014/2015,2015-04-26 00:00:00,2.4,3.3,3.3
England,England Premier League,2014/2015,2015-04-25 00:00:00,2.63,3.3,2.9
England,England Premier League,2014/2015,2015-04-25 00:00:00,2.05,3.3,4.2
England,England Premier League,2014/2015,2015-04-26 00:00:00,3.75,3.4,2.15
England,England Premier League,2014/2015,2015-04-25 00:00:00,1.29,6.0,12.0
England,England Premier League,2014/2015,2015-04-25 00:00:00,2.45,3.25,3.25
England,England Premier League,2014/2015,2015-04-25 00:00:00,2.38,3.4,3.25
England,England Premier League,2014/2015,2015-04-25 00:00:00,2.1,3.5,3.8
England,England Premier League,2014/2015,2015-04-25 00:00:00,1.91,3.5,4.75
England,England Premier League,2014/2015,2015-04-25 00:00:00,4.0,3.6,2.0
England,England Premier League,2014/2015,2015-05-02 00:00:00,2.75,3.3,2.8
England,England Premier League,2014/2015,2015-05-03 00:00:00,1.36,5.25,10.0
England,England Premier League,2014/2015,2015-05-04 00:00:00,5.5,4.0,1.7
England,England Premier League,2014/2015,2015-05-02 00:00:00,1.91,3.7,4.33
England,England Premier League,2014/2015,2015-05-02 00:00:00,1.36,5.25,10.0
England,England Premier League,2014/2015,2015-05-02 00:00:00,1.36,5.25,10.0
England,England Premier League,2014/2015,2015-05-02 00:00:00,4.2,3.4,2.05
England,England Premier League,2014/2015,2015-05-02 00:00:00,2.3,3.4,3.4
England,England Premier League,2014/2015,2015-05-03 00:00:00,3.75,3.75,2.05
England,England Premier League,2014/2015,2015-05-02 00:00:00,2.25,3.5,3.4
England,England Premier League,2014/2015,2015-05-11 00:00:00,1.3,6.0,11.0
England,England Premier League,2014/2015,2015-05-09 00:00:00,1.91,3.7,4.33
England,England Premier League,2014/2015,2015-05-10 00:00:00,2.1,3.5,3.8
England,England Premier League,2014/2015,2015-05-09 00:00:00,4.5,3.6,1.91
England,England Premier League,2014/2015,2015-05-09 00:00:00,1.8,3.75,5.0
England,England Premier League,2014/2015,2015-05-09 00:00:00,1.95,3.5,4.5
England,England Premier League,2014/2015,2015-05-09 00:00:00,2.6,3.4,2.9
England,England Premier League,2014/2015,2015-05-10 00:00:00,1.22,7.5,13.0
England,England Premier League,2014/2015,2015-05-09 00:00:00,2.55,3.3,3.0
England,England Premier League,2014/2015,2015-05-09 00:00:00,2.9,3.4,2.6
England,England Premier League,2014/2015,2015-05-16 00:00:00,2.7,3.3,2.88
England,England Premier League,2014/2015,2015-05-16 00:00:00,1.45,4.75,8.0
England,England Premier League,2014/2015,2015-05-17 00:00:00,2.45,3.5,3.0
England,England Premier League,2014/2015,2015-05-16 00:00:00,3.1,3.5,2.4
England,England Premier League,2014/2015,2015-05-16 00:00:00,1.75,3.8,5.25
England,England Premier League,2014/2015,2015-05-16 00:00:00,2.8,3.3,2.75
England,England Premier League,2014/2015,2015-05-17 00:00:00,4.75,4.2,1.75
England,England Premier League,2014/2015,2015-05-16 00:00:00,1.8,3.8,4.75
England,England Premier League,2014/2015,2015-05-18 00:00:00,4.1,3.5,2.0
England,England Premier League,2014/2015,2015-05-16 00:00:00,2.9,3.4,2.6
England,England Premier League,2014/2015,2015-05-24 00:00:00,1.4,5.25,8.5
England,England Premier League,2014/2015,2015-05-24 00:00:00,2.1,3.6,3.75
England,England Premier League,2014/2015,2015-05-24 00:00:00,1.36,5.25,9.5
England,England Premier League,2014/2015,2015-05-24 00:00:00,2.25,3.6,3.3
England,England Premier League,2014/2015,2015-05-24 00:00:00,2.4,3.6,3.0
England,England Premier League,2014/2015,2015-05-24 00:00:00,3.2,3.75,2.25
England,England Premier League,2014/2015,2015-05-24 00:00:00,1.6,4.33,6.0
England,England Premier League,2014/2015,2015-05-24 00:00:00,1.57,4.5,6.0
England,England Premier League,2014/2015,2015-05-24 00:00:00,1.83,4.0,4.33
England,England Premier League,2014/2015,2015-05-24 00:00:00,3.5,3.6,2.15
England,England Premier League,2014/2015,2014-09-13 00:00:00,3.0,3.4,2.5
England,England Premier League,2014/2015,2014-09-13 00:00:00,1.3,5.75,12.0
England,England Premier League,2014/2015,2014-09-13 00:00:00,2.25,3.3,3.6
England,England Premier League,2014/2015,2014-09-15 00:00:00,2.15,3.4,3.75
England,England Premier League,2014/2015,2014-09-13 00:00:00,1.3,6.0,11.0
England,England Premier League,2014/2015,2014-09-14 00:00:00,1.29,6.25,12.0
England,England Premier League,2014/2015,2014-09-13 00:00:00,1.8,3.75,5.0
England,England Premier League,2014/2015,2014-09-13 00:00:00,2.1,3.4,4.0
England,England Premier League,2014/2015,2014-09-13 00:00:00,3.6,3.5,2.15
England,England Premier League,2014/2015,2014-09-13 00:00:00,3.5,3.5,2.2
England,England Premier League,2014/2015,2014-09-20 00:00:00,4.75,3.6,1.85
England,England Premier League,2014/2015,2014-09-20 00:00:00,2.5,3.3,3.1
England,England Premier League,2014/2015,2014-09-21 00:00:00,1.4,5.0,9.0
England,England Premier League,2014/2015,2014-09-21 00:00:00,5.5,4.2,1.67
England,England Premier League,2014/2015,2014-09-21 00:00:00,2.38,3.5,3.1
England,England Premier League,2014/2015,2014-09-20 00:00:00,2.2,3.3,3.75
England,England Premier League,2014/2015,2014-09-20 00:00:00,2.8,3.25,2.8
England,England Premier League,2014/2015,2014-09-20 00:00:00,2.5,3.3,3.1
England,England Premier League,2014/2015,2014-09-21 00:00:00,1.53,4.33,7.0
England,England Premier League,2014/2015,2014-09-20 00:00:00,4.5,3.8,1.85
England,England Premier League,2014/2015,2014-09-27 00:00:00,1.75,3.9,5.0
England,England Premier League,2014/2015,2014-09-27 00:00:00,1.22,7.0,16.0
England,England Premier League,2014/2015,2014-09-27 00:00:00,2.63,3.4,2.88
England,England Premier League,2014/2015,2014-09-27 00:00:00,6.5,4.2,1.57
England,England Premier League,2014/2015,2014-09-27 00:00:00,1.91,3.75,4.33
England,England Premier League,2014/2015,2014-09-27 00:00:00,1.4,5.5,8.0
England,England Premier League,2014/2015,2014-09-27 00:00:00,1.44,4.6,8.5
England,England Premier League,2014/2015,2014-09-29 00:00:00,2.15,3.4,3.8
England,England Premier League,2014/2015,2014-09-27 00:00:00,2.9,3.3,2.63
England,England Premier League,2014/2015,2014-09-28 00:00:00,2.0,3.5,4.2
England,England Premier League,2014/2015,2014-10-04 00:00:00,7.5,4.5,1.5
England,England Premier League,2014/2015,2014-10-05 00:00:00,1.67,4.2,5.25
England,England Premier League,2014/2015,2014-10-04 00:00:00,2.1,3.5,3.8
England,England Premier League,2014/2015,2014-10-04 00:00:00,1.8,3.75,5.0
England,England Premier League,2014/2015,2014-10-04 00:00:00,1.44,5.0,7.5
England,England Premier League,2014/2015,2014-10-05 00:00:00,1.67,4.2,5.25
England,England Premier League,2014/2015,2014-10-04 00:00:00,2.55,3.25,3.1
England,England Premier League,2014/2015,2014-10-04 00:00:00,1.91,3.7,4.33
England,England Premier League,2014/2015,2014-10-05 00:00:00,2.2,3.5,3.5
England,England Premier League,2014/2015,2014-10-05 00:00:00,1.91,3.6,4.5
England,England Premier League,2014/2015,2014-10-18 00:00:00,1.4,5.0,9.0
England,England Premier League,2014/2015,2014-10-18 00:00:00,2.8,3.4,2.7
England,England Premier League,2014/2015,2014-10-18 00:00:00,8.5,4.75,1.44
England,England Premier League,2014/2015,2014-10-18 00:00:00,1.6,4.0,6.5
England,England Premier League,2014/2015,2014-10-18 00:00:00,1.45,4.75,8.0
England,England Premier League,2014/2015,2014-10-18 00:00:00,2.25,3.6,3.3
England,England Premier League,2014/2015,2014-10-19 00:00:00,6.0,4.2,1.6
England,England Premier League,2014/2015,2014-10-18 00:00:00,1.57,4.0,7.0
England,England Premier League,2014/2015,2014-10-19 00:00:00,2.5,3.3,3.1
England,England Premier League,2014/2015,2014-10-20 00:00:00,5.0,4.0,1.75
England,England Premier League,2014/2015,2014-10-26 00:00:00,4.75,3.75,1.83
England,England Premier League,2014/2015,2014-10-25 00:00:00,1.44,4.75,8.0
England,England Premier League,2014/2015,2014-10-26 00:00:00,2.88,3.6,2.5
England,England Premier League,2014/2015,2014-10-27 00:00:00,2.38,3.25,3.4
England,England Premier League,2014/2015,2014-10-25 00:00:00,1.65,4.0,6.0
England,England Premier League,2014/2015,2014-10-25 00:00:00,5.5,3.8,1.73
England,England Premier League,2014/2015,2014-10-25 00:00:00,1.95,3.7,4.2
England,England Premier League,2014/2015,2014-10-26 00:00:00,1.75,3.9,5.0
England,England Premier League,2014/2015,2014-10-25 00:00:00,1.91,3.6,4.5
England,England Premier League,2014/2015,2014-10-25 00:00:00,6.5,4.5,1.55
England,England Premier League,2015/2016,2015-08-09 00:00:00,1.29,6.0,12.0
England,England Premier League,2015/2016,2015-08-08 00:00:00,2.0,3.6,4.0
England,England Premier League,2015/2016,2015-08-08 00:00:00,1.36,5.0,11.0
England,England Premier League,2015/2016,2015-08-08 00:00:00,1.7,3.9,5.5
England,England Premier League,2015/2016,2015-08-08 00:00:00,1.95,3.5,4.33
England,England Premier League,2015/2016,2015-08-08 00:00:00,1.65,4.0,6.0
England,England Premier League,2015/2016,2015-08-09 00:00:00,2.88,3.3,2.7
England,England Premier League,2015/2016,2015-08-08 00:00:00,2.55,3.3,3.0
England,England Premier League,2015/2016,2015-08-09 00:00:00,3.4,3.4,2.3
England,England Premier League,2015/2016,2015-08-10 00:00:00,5.75,4.0,1.67
England,England Premier League,2015/2016,2015-10-24 00:00:00,1.44,4.75,8.0
England,England Premier League,2015/2016,2015-10-24 00:00:00,3.0,3.3,2.6
England,England Premier League,2015/2016,2015-10-25 00:00:00,3.4,3.5,2.25
England,England Premier League,2015/2016,2015-10-24 00:00:00,2.2,3.6,3.4
England,England Premier League,2015/2016,2015-10-25 00:00:00,2.05,3.6,3.8
England,England Premier League,2015/2016,2015-10-25 00:00:00,2.6,3.5,2.8
England,England Premier League,2015/2016,2015-10-24 00:00:00,2.0,3.5,4.2
England,England Premier League,2015/2016,2015-10-24 00:00:00,2.1,3.3,4.0
England,England Premier League,2015/2016,2015-10-25 00:00:00,2.6,3.4,2.9
England,England Premier League,2015/2016,2015-10-24 00:00:00,4.0,3.8,1.95
England,England Premier League,2015/2016,2015-10-31 00:00:00,2.1,3.5,3.75
England,England Premier League,2015/2016,2015-10-31 00:00:00,3.8,3.5,2.1
England,England Premier League,2015/2016,2015-11-01 00:00:00,1.5,4.5,7.5
England,England Premier League,2015/2016,2015-10-31 00:00:00,1.29,6.0,12.0
England,England Premier League,2015/2016,2015-10-31 00:00:00,2.4,3.4,3.2
England,England Premier League,2015/2016,2015-11-01 00:00:00,1.55,4.33,6.5
England,England Premier League,2015/2016,2015-10-31 00:00:00,5.0,4.0,1.75
England,England Premier League,2015/2016,2015-11-02 00:00:00,1.44,4.75,8.0
England,England Premier League,2015/2016,2015-10-31 00:00:00,2.6,3.4,2.9
England,England Premier League,2015/2016,2015-10-31 00:00:00,2.9,3.4,2.6
England,England Premier League,2015/2016,2015-11-08 00:00:00,1.73,4.0,5.0
England,England Premier League,2015/2016,2015-11-08 00:00:00,7.5,5.0,1.44
England,England Premier League,2015/2016,2015-11-07 00:00:00,2.25,3.5,3.4
England,England Premier League,2015/2016,2015-11-07 00:00:00,1.85,3.8,4.5
England,England Premier League,2015/2016,2015-11-08 00:00:00,1.67,3.8,6.0
England,England Premier League,2015/2016,2015-11-07 00:00:00,1.33,5.25,12.0
England,England Premier League,2015/2016,2015-11-07 00:00:00,2.45,3.4,3.1
England,England Premier League,2015/2016,2015-11-07 00:00:00,3.8,3.6,2.05
England,England Premier League,2015/2016,2015-11-07 00:00:00,4.75,3.8,1.8
England,England Premier League,2015/2016,2015-11-07 00:00:00,2.6,3.5,2.8
England,England Premier League,2015/2016,2015-11-21 00:00:00,1.4,5.0,9.0
England,England Premier League,2015/2016,2015-11-23 00:00:00,1.57,4.0,7.0
England,England Premier League,2015/2016,2015-11-21 00:00:00,1.57,4.2,6.5
England,England Premier League,2015/2016,2015-11-21 00:00:00,1.7,4.0,5.5
England,England Premier League,2015/2016,2015-11-21 00:00:00,2.88,3.6,2.5
England,England Premier League,2015/2016,2015-11-21 00:00:00,1.57,4.0,7.0
England,England Premier League,2015/2016,2015-11-21 00:00:00,1.91,3.6,4.5
England,England Premier League,2015/2016,2015-11-22 00:00:00,1.57,4.2,6.5
England,England Premier League,2015/2016,2015-11-21 00:00:00,4.33,3.4,2.0
England,England Premier League,2015/2016,2015-11-21 00:00:00,7.0,4.33,1.53
England,England Premier League,2015/2016,2015-11-28 00:00:00,2.75,3.3,2.8
England,England Premier League,2015/2016,2015-11-28 00:00:00,2.9,3.6,2.5
England,England Premier League,2015/2016,2015-11-28 00:00:00,1.7,3.9,5.5
England,England Premier League,2015/2016,2015-11-28 00:00:00,3.1,3.5,2.4
England,England Premier League,2015/2016,2015-11-29 00:00:00,1.44,4.75,8.0
England,England Premier League,2015/2016,2015-11-28 00:00:00,1.6,4.33,6.0
England,England Premier League,2015/2016,2015-11-29 00:00:00,6.0,4.2,1.62
England,England Premier League,2015/2016,2015-11-28 00:00:00,3.2,3.3,2.45
England,England Premier League,2015/2016,2015-11-29 00:00:00,2.6,3.4,2.9
England,England Premier League,2015/2016,2015-11-29 00:00:00,2.05,3.5,4.0
England,England Premier League,2015/2016,2015-12-05 00:00:00,1.29,6.0,13.0
England,England Premier League,2015/2016,2015-12-05 00:00:00,1.36,5.25,9.5
England,England Premier League,2015/2016,2015-12-07 00:00:00,2.1,3.6,3.75
England,England Premier League,2015/2016,2015-12-05 00:00:00,1.44,4.5,9.0
England,England Premier League,2015/2016,2015-12-06 00:00:00,5.75,4.33,1.62
England,England Premier League,2015/2016,2015-12-05 00:00:00,1.5,4.5,7.5
England,England Premier League,2015/2016,2015-12-05 00:00:00,5.25,4.0,1.7
England,England Premier League,2015/2016,2015-12-05 00:00:00,2.7,3.4,2.75
England,England Premier League,2015/2016,2015-12-05 00:00:00,2.15,3.5,3.6
England,England Premier League,2015/2016,2015-12-05 00:00:00,4.75,3.6,1.85
England,England Premier League,2015/2016,2015-12-13 00:00:00,6.5,4.2,1.57
England,England Premier League,2015/2016,2015-12-12 00:00:00,3.4,3.4,2.3
England,England Premier League,2015/2016,2015-12-12 00:00:00,2.6,3.3,3.0
England,England Premier League,2015/2016,2015-12-14 00:00:00,3.2,3.5,2.35
England,England Premier League,2015/2016,2015-12-13 00:00:00,1.4,4.75,10.0
England,England Premier League,2015/2016,2015-12-12 00:00:00,1.3,6.0,11.0
England,England Premier League,2015/2016,2015-12-12 00:00:00,2.9,3.5,2.55
England,England Premier League,2015/2016,2015-12-12 00:00:00,2.9,3.3,2.63
England,England Premier League,2015/2016,2015-12-13 00:00:00,1.36,5.5,9.0
England,England Premier League,2015/2016,2015-12-12 00:00:00,2.63,3.3,2.9
England,England Premier League,2015/2016,2015-12-21 00:00:00,2.45,3.5,3.0
England,England Premier League,2015/2016,2015-12-19 00:00:00,1.33,5.25,12.0
England,England Premier League,2015/2016,2015-12-19 00:00:00,2.1,3.75,3.6
England,England Premier League,2015/2016,2015-12-19 00:00:00,1.45,4.5,8.5
England,England Premier League,2015/2016,2015-12-19 00:00:00,2.05,3.5,4.0
England,England Premier League,2015/2016,2015-12-19 00:00:00,2.7,3.4,2.8
England,England Premier League,2015/2016,2015-12-19 00:00:00,2.5,3.2,3.2
England,England Premier League,2015/2016,2015-12-20 00:00:00,2.1,3.4,3.9
England,England Premier League,2015/2016,2015-12-20 00:00:00,4.2,3.6,1.95
England,England Premier League,2015/2016,2015-12-19 00:00:00,2.55,3.3,3.0
England,England Premier League,2015/2016,2015-12-26 00:00:00,2.63,3.25,2.75
England,England Premier League,2015/2016,2015-12-26 00:00:00,2.4,3.3,3.0
England,England Premier League,2015/2016,2015-12-26 00:00:00,1.44,4.5,7.5
England,England Premier League,2015/2016,2015-12-26 00:00:00,1.91,3.8,3.8
England,England Premier League,2015/2016,2015-12-26 00:00:00,1.2,7.0,13.0
England,England Premier League,2015/2016,2015-12-26 00:00:00,3.2,3.5,2.2
England,England Premier League,2015/2016,2015-12-26 00:00:00,3.6,3.5,2.05
England,England Premier League,2015/2016,2015-12-26 00:00:00,3.25,3.2,2.3
England,England Premier League,2015/2016,2015-12-26 00:00:00,1.91,3.4,4.5
England,England Premier League,2015/2016,2015-12-26 00:00:00,1.4,4.75,8.0
